video_id,track,clip,frame,yaw,pitch,roll,face_found
VID_ (25),7,7,7,2.11,-29.66,-15.51,1
VID_ (25),7,8,0,2.17,-28.14,-16.38,1
VID_ (25),7,8,1,5.29,-27.7,-17.04,1
VID_ (25),7,8,2,3.26,-29.25,-16.14,1
VID_ (25),7,8,3,2.11,-29.66,-15.51,1
VID_ (25),7,8,4,2.48,-28.96,-15.7,1
VID_ (25),7,8,5,2.52,-28.14,-15.77,1
VID_ (25),7,8,6,3.8,-27.26,-17.17,1
VID_ (25),7,8,7,3.33,-26.96,-15.97,1
VID_ (25),7,9,0,2.48,-28.96,-15.7,1
VID_ (25),7,9,1,2.52,-28.14,-15.77,1
VID_ (25),7,9,2,3.8,-27.26,-17.17,1
VID_ (25),7,9,3,3.33,-26.96,-15.97,1
VID_ (25),7,9,4,5.3,-27.29,-16.11,1
VID_ (25),7,9,5,6.32,-27.17,-15.23,1
VID_ (25),7,9,6,3.56,-28.21,-15.47,1
VID_ (25),7,9,7,5.2,-27.99,-15.31,1
VID_ (25),7,10,0,5.3,-27.29,-16.11,1
VID_ (25),7,10,1,6.32,-27.17,-15.23,1
VID_ (25),7,10,2,3.56,-28.21,-15.47,1
VID_ (25),7,10,3,5.2,-27.99,-15.31,1
VID_ (25),7,10,4,5.59,-27.46,-16.29,1
VID_ (25),7,10,5,3.33,-27.08,-15.64,1
VID_ (25),7,10,6,3.9,-28.0,-15.07,1
VID_ (25),7,10,7,2.17,-28.5,-14.52,1
VID_ (25),7,11,0,5.59,-27.46,-16.29,1
VID_ (25),7,11,1,3.33,-27.08,-15.64,1
VID_ (25),7,11,2,3.9,-28.0,-15.07,1
VID_ (25),7,11,3,2.17,-28.5,-14.52,1
VID_ (25),7,11,4,2.48,-29.13,-14.55,1
VID_ (25),7,11,5,2.1,-27.88,-15.03,1
VID_ (25),7,11,6,2.2,-27.65,-14.95,1
VID_ (25),7,11,7,1.83,-27.41,-15.57,1
VID_ (25),7,12,0,2.48,-29.13,-14.55,1
VID_ (25),7,12,1,2.1,-27.88,-15.03,1
VID_ (25),7,12,2,2.2,-27.65,-14.95,1
VID_ (25),7,12,3,1.83,-27.41,-15.57,1
VID_ (25),7,12,4,4.6,-27.83,-16.29,1
VID_ (25),7,12,5,4.64,-28.52,-15.91,1
VID_ (25),7,12,6,2.8,-28.46,-16.76,1
VID_ (25),7,12,7,3.09,-28.13,-16.99,1
VID_ (25),7,13,0,4.6,-27.83,-16.29,1
VID_ (25),7,13,1,4.64,-28.52,-15.91,1
VID_ (25),7,13,2,2.8,-28.46,-16.76,1
VID_ (25),7,13,3,3.09,-28.13,-16.99,1
VID_ (25),7,13,4,3.31,-28.82,-16.45,1
VID_ (25),7,13,5,2.84,-28.28,-16.18,1
VID_ (25),7,13,6,1.32,-28.38,-16.75,1
VID_ (25),7,13,7,2.71,-29.19,-15.53,1
VID_ (25),8,0,0,22.1,-11.65,-2.26,1
VID_ (25),8,0,1,9.08,-12.64,-4.01,1
VID_ (25),8,0,2,9.89,-13.45,-4.89,1
VID_ (25),8,0,3,4.27,-12.58,-5.5,1
VID_ (25),8,0,4,9.41,-13.6,-1.39,1
VID_ (25),8,0,5,7.87,-13.92,-1.84,1
VID_ (25),8,0,6,-6.59,-10.1,-4.15,1
VID_ (25),8,0,7,-10.95,-13.14,-4.94,1
VID_ (25),8,1,0,9.41,-13.6,-1.39,1
VID_ (25),8,1,1,7.87,-13.92,-1.84,1
VID_ (25),8,1,2,-6.59,-10.1,-4.15,1
VID_ (25),8,1,3,-10.95,-13.14,-4.94,1
VID_ (25),8,1,4,-10.79,-13.54,-4.33,1
VID_ (25),8,1,5,-13.65,-14.09,-4.39,1
VID_ (25),8,1,6,-13.3,-13.08,-4.43,1
VID_ (25),8,1,7,-2.11,-11.34,-5.31,1
VID_ (25),8,2,0,-10.79,-13.54,-4.33,1
VID_ (25),8,2,1,-13.65,-14.09,-4.39,1
VID_ (25),8,2,2,-13.3,-13.08,-4.43,1
VID_ (25),8,2,3,-2.11,-11.34,-5.31,1
VID_ (25),8,2,4,-2.85,-8.89,-6.85,1
VID_ (25),8,2,5,8.59,-6.54,-8.25,1
VID_ (25),8,2,6,2.06,-5.58,-6.23,1
VID_ (25),8,2,7,14.01,-3.25,-4.44,1
VID_ (25),8,3,0,-2.85,-8.89,-6.85,1
VID_ (25),8,3,1,8.59,-6.54,-8.25,1
VID_ (25),8,3,2,2.06,-5.58,-6.23,1
VID_ (25),8,3,3,14.01,-3.25,-4.44,1
VID_ (25),8,3,4,-9.45,-6.76,-6.39,1
VID_ (25),8,3,5,-7.81,-6.74,-6.4,1
VID_ (25),8,3,6,-7.64,-0.71,-7.31,1
VID_ (25),8,3,7,0.34,-10.16,-9.49,1
VID_ (25),9,0,0,,,,0
VID_ (25),9,0,1,,,,0
VID_ (25),9,0,2,,,,0
VID_ (25),9,0,3,,,,0
VID_ (25),9,0,4,,,,0
VID_ (25),9,0,5,,,,0
VID_ (25),9,0,6,,,,0
VID_ (25),9,0,7,,,,0
VID_ (26),1,0,0,-75.38,-23.85,22.19,1
VID_ (26),1,0,1,-74.81,-15.24,12.42,1
VID_ (26),1,0,2,-76.4,-25.47,22.57,1
VID_ (26),1,0,3,-77.15,-20.53,19.65,1
VID_ (26),1,0,4,-67.31,-1.33,1.5,1
VID_ (26),1,0,5,-76.18,-11.47,10.84,1
VID_ (26),1,0,6,-69.27,3.76,0.66,1
VID_ (26),1,0,7,-74.09,-17.93,14.28,1
VID_ (26),1,1,0,-67.31,-1.33,1.5,1
VID_ (26),1,1,1,-76.18,-11.47,10.84,1
VID_ (26),1,1,2,-69.27,3.76,0.66,1
VID_ (26),1,1,3,-74.09,-17.93,14.28,1
VID_ (26),1,1,4,-62.89,-4.62,4.75,1
VID_ (26),1,1,5,-64.37,-9.05,7.15,1
VID_ (26),1,1,6,-69.77,-11.89,9.54,1
VID_ (26),1,1,7,-69.69,-13.74,12.17,1
VID_ (26),1,2,0,-62.89,-4.62,4.75,1
VID_ (26),1,2,1,-64.37,-9.05,7.15,1
VID_ (26),1,2,2,-69.77,-11.89,9.54,1
VID_ (26),1,2,3,-69.69,-13.74,12.17,1
VID_ (26),1,2,4,-76.86,-14.11,16.12,1
VID_ (26),1,2,5,-76.63,-20.66,18.87,1
VID_ (26),1,2,6,-76.88,-18.72,17.5,1
VID_ (26),1,2,7,-73.68,-5.27,5.67,1
VID_ (26),1,3,0,-76.86,-14.11,16.12,1
VID_ (26),1,3,1,-76.63,-20.66,18.87,1
VID_ (26),1,3,2,-76.88,-18.72,17.5,1
VID_ (26),1,3,3,-73.68,-5.27,5.67,1
VID_ (26),1,3,4,-70.93,-6.93,8.98,1
VID_ (26),1,3,5,-73.72,-7.46,7.17,1
VID_ (26),1,3,6,-75.71,-3.2,4.86,1
VID_ (26),1,3,7,-76.06,-25.87,22.24,1
VID_ (26),1,4,0,-70.93,-6.93,8.98,1
VID_ (26),1,4,1,-73.72,-7.46,7.17,1
VID_ (26),1,4,2,-75.71,-3.2,4.86,1
VID_ (26),1,4,3,-76.06,-25.87,22.24,1
VID_ (26),1,4,4,-74.76,-17.72,21.74,1
VID_ (26),1,4,5,-75.95,-7.22,11.27,1
VID_ (26),1,4,6,-72.58,-7.38,6.99,1
VID_ (26),1,4,7,-66.93,2.91,5.38,1
VID_ (26),1,5,0,-74.76,-17.72,21.74,1
VID_ (26),1,5,1,-75.95,-7.22,11.27,1
VID_ (26),1,5,2,-72.58,-7.38,6.99,1
VID_ (26),1,5,3,-66.93,2.91,5.38,1
VID_ (26),1,5,4,-71.16,-10.08,8.45,1
VID_ (26),1,5,5,-63.26,3.41,-4.22,1
VID_ (26),1,5,6,-70.06,-0.38,-3.56,1
VID_ (26),1,5,7,-71.32,-9.44,4.87,1
VID_ (26),1,6,0,-71.16,-10.08,8.45,1
VID_ (26),1,6,1,-63.26,3.41,-4.22,1
VID_ (26),1,6,2,-70.06,-0.38,-3.56,1
VID_ (26),1,6,3,-71.32,-9.44,4.87,1
VID_ (26),1,6,4,-66.25,0.43,-2.52,1
VID_ (26),1,6,5,-63.68,11.15,-8.99,1
VID_ (26),1,6,6,-68.59,-4.42,11.93,1
VID_ (26),1,6,7,-75.13,-21.51,21.31,1
VID_ (26),1,7,0,-66.25,0.43,-2.52,1
VID_ (26),1,7,1,-63.68,11.15,-8.99,1
VID_ (26),1,7,2,-68.59,-4.42,11.93,1
VID_ (26),1,7,3,-75.13,-21.51,21.31,1
VID_ (26),1,7,4,-71.57,1.8,-6.31,1
VID_ (26),1,7,5,-64.63,8.04,-5.67,1
VID_ (26),1,7,6,-66.11,5.89,0.21,1
VID_ (26),1,7,7,-61.35,14.85,-13.67,1
VID_ (26),1,8,0,-71.57,1.8,-6.31,1
VID_ (26),1,8,1,-64.63,8.04,-5.67,1
VID_ (26),1,8,2,-66.11,5.89,0.21,1
VID_ (26),1,8,3,-61.35,14.85,-13.67,1
VID_ (26),1,8,4,-70.11,2.48,0.0,1
VID_ (26),1,8,5,-64.97,10.32,-9.77,1
VID_ (26),1,8,6,-57.95,15.07,-9.67,1
VID_ (26),1,8,7,-78.04,-14.76,8.96,1
VID_ (26),1,9,0,-70.11,2.48,0.0,1
VID_ (26),1,9,1,-64.97,10.32,-9.77,1
VID_ (26),1,9,2,-57.95,15.07,-9.67,1
VID_ (26),1,9,3,-78.04,-14.76,8.96,1
VID_ (26),1,9,4,-74.62,-5.48,7.24,1
VID_ (26),1,9,5,-80.01,-41.57,33.98,1
VID_ (26),1,9,6,-77.63,3.15,-4.86,1
VID_ (26),1,9,7,-79.59,-3.9,3.37,1
VID_ (26),1,10,0,-74.62,-5.48,7.24,1
VID_ (26),1,10,1,-80.01,-41.57,33.98,1
VID_ (26),1,10,2,-77.63,3.15,-4.86,1
VID_ (26),1,10,3,-79.59,-3.9,3.37,1
VID_ (26),1,10,4,-80.02,-13.81,8.11,1
VID_ (26),1,10,5,-79.64,-12.68,10.36,1
VID_ (26),1,10,6,-72.93,7.94,-10.83,1
VID_ (26),1,10,7,-72.5,7.02,-9.61,1
VID_ (26),1,11,0,-80.02,-13.81,8.11,1
VID_ (26),1,11,1,-79.64,-12.68,10.36,1
VID_ (26),1,11,2,-72.93,7.94,-10.83,1
VID_ (26),1,11,3,-72.5,7.02,-9.61,1
VID_ (26),1,11,4,-68.2,1.8,-1.05,1
VID_ (26),1,11,5,-76.48,-9.63,7.17,1
VID_ (26),1,11,6,-78.08,-26.26,21.96,1
VID_ (26),1,11,7,-77.5,-22.92,20.16,1
VID_ (26),1,12,0,-68.2,1.8,-1.05,1
VID_ (26),1,12,1,-76.48,-9.63,7.17,1
VID_ (26),1,12,2,-78.08,-26.26,21.96,1
VID_ (26),1,12,3,-77.5,-22.92,20.16,1
VID_ (26),1,12,4,-79.89,-25.39,24.94,1
VID_ (26),1,12,5,-75.14,-6.33,7.2,1
VID_ (26),1,12,6,-73.95,9.33,-5.36,1
VID_ (26),1,12,7,-34.69,4.63,-7.0,1
VID_ (26),1,13,0,-79.89,-25.39,24.94,1
VID_ (26),1,13,1,-75.14,-6.33,7.2,1
VID_ (26),1,13,2,-73.95,9.33,-5.36,1
VID_ (26),1,13,3,-34.69,4.63,-7.0,1
VID_ (26),1,13,4,-69.76,9.67,-8.82,1
VID_ (26),1,13,5,,,,0
VID_ (26),1,13,6,,,,0
VID_ (26),1,13,7,,,,0
VID_ (26),10,0,0,,,,0
VID_ (26),10,0,1,,,,0
VID_ (26),10,0,2,,,,0
VID_ (26),10,0,3,,,,0
VID_ (26),10,0,4,50.52,-9.61,-6.95,1
VID_ (26),10,0,5,47.98,-1.62,1.79,1
VID_ (26),10,0,6,12.5,2.75,-2.2,1
VID_ (26),10,0,7,17.62,-2.35,-1.32,1
VID_ (26),10,1,0,50.52,-9.61,-6.95,1
VID_ (26),10,1,1,47.98,-1.62,1.79,1
VID_ (26),10,1,2,12.5,2.75,-2.2,1
VID_ (26),10,1,3,17.62,-2.35,-1.32,1
VID_ (26),10,1,4,34.94,1.54,3.88,1
VID_ (26),10,1,5,46.93,-5.89,-0.41,1
VID_ (26),10,1,6,60.54,-3.48,7.42,1
VID_ (26),10,1,7,42.08,-4.86,-2.2,1
VID_ (26),2,0,0,-63.07,-46.86,37.16,1
VID_ (26),2,0,1,-63.42,-44.82,34.81,1
VID_ (26),2,0,2,-66.07,-40.66,31.98,1
VID_ (26),2,0,3,-64.97,-41.96,32.99,1
VID_ (26),2,0,4,-65.52,-45.7,37.08,1
VID_ (26),2,0,5,-67.69,-44.33,36.03,1
VID_ (26),2,0,6,-67.74,-41.92,33.41,1
VID_ (26),2,0,7,-68.64,-39.36,32.74,1
VID_ (26),2,1,0,-65.52,-45.7,37.08,1
VID_ (26),2,1,1,-67.69,-44.33,36.03,1
VID_ (26),2,1,2,-67.74,-41.92,33.41,1
VID_ (26),2,1,3,-68.64,-39.36,32.74,1
VID_ (26),2,1,4,-67.3,-35.09,29.99,1
VID_ (26),2,1,5,-67.21,-32.58,27.96,1
VID_ (26),2,1,6,-65.52,-37.87,31.01,1
VID_ (26),2,1,7,-66.95,-44.95,37.85,1
VID_ (26),2,2,0,-67.3,-35.09,29.99,1
VID_ (26),2,2,1,-67.21,-32.58,27.96,1
VID_ (26),2,2,2,-65.52,-37.87,31.01,1
VID_ (26),2,2,3,-66.95,-44.95,37.85,1
VID_ (26),2,2,4,-69.25,-47.6,42.44,1
VID_ (26),2,2,5,-70.64,-49.96,42.71,1
VID_ (26),2,2,6,-69.4,-49.57,42.02,1
VID_ (26),2,2,7,-70.49,-47.25,40.13,1
VID_ (26),2,3,0,-69.25,-47.6,42.44,1
VID_ (26),2,3,1,-70.64,-49.96,42.71,1
VID_ (26),2,3,2,-69.4,-49.57,42.02,1
VID_ (26),2,3,3,-70.49,-47.25,40.13,1
VID_ (26),2,3,4,-67.15,-48.13,39.8,1
VID_ (26),2,3,5,-68.04,-48.08,39.54,1
VID_ (26),2,3,6,-71.75,-48.06,37.8,1
VID_ (26),2,3,7,-67.41,-47.97,36.68,1
VID_ (26),2,4,0,-67.15,-48.13,39.8,1
VID_ (26),2,4,1,-68.04,-48.08,39.54,1
VID_ (26),2,4,2,-71.75,-48.06,37.8,1
VID_ (26),2,4,3,-67.41,-47.97,36.68,1
VID_ (26),2,4,4,-70.53,-49.89,39.32,1
VID_ (26),2,4,5,-70.85,-50.26,40.46,1
VID_ (26),2,4,6,-71.16,-52.94,42.7,1
VID_ (26),2,4,7,-69.33,-46.82,36.96,1
VID_ (26),2,5,0,-70.53,-49.89,39.32,1
VID_ (26),2,5,1,-70.85,-50.26,40.46,1
VID_ (26),2,5,2,-71.16,-52.94,42.7,1
VID_ (26),2,5,3,-69.33,-46.82,36.96,1
VID_ (26),2,5,4,-68.09,-53.88,44.46,1
VID_ (26),2,5,5,-72.07,-42.56,33.24,1
VID_ (26),2,5,6,-71.13,-47.86,38.69,1
VID_ (26),2,5,7,-71.88,-47.55,39.26,1
VID_ (26),2,6,0,-68.09,-53.88,44.46,1
VID_ (26),2,6,1,-72.07,-42.56,33.24,1
VID_ (26),2,6,2,-71.13,-47.86,38.69,1
VID_ (26),2,6,3,-71.88,-47.55,39.26,1
VID_ (26),2,6,4,-72.17,-50.01,39.25,1
VID_ (26),2,6,5,-73.3,-50.26,41.79,1
VID_ (26),2,6,6,-70.52,-42.66,37.53,1
VID_ (26),2,6,7,-70.98,-47.35,40.08,1
VID_ (26),2,7,0,-72.17,-50.01,39.25,1
VID_ (26),2,7,1,-73.3,-50.26,41.79,1
VID_ (26),2,7,2,-70.52,-42.66,37.53,1
VID_ (26),2,7,3,-70.98,-47.35,40.08,1
VID_ (26),2,7,4,-72.31,-41.04,35.54,1
VID_ (26),2,7,5,-69.98,-35.44,30.8,1
VID_ (26),2,7,6,-71.26,-50.12,43.28,1
VID_ (26),2,7,7,-74.38,-30.52,24.69,1
VID_ (26),2,8,0,-72.31,-41.04,35.54,1
VID_ (26),2,8,1,-69.98,-35.44,30.8,1
VID_ (26),2,8,2,-71.26,-50.12,43.28,1
VID_ (26),2,8,3,-74.38,-30.52,24.69,1
VID_ (26),2,8,4,-72.2,-46.94,38.64,1
VID_ (26),2,8,5,-69.88,-25.29,24.96,1
VID_ (26),2,8,6,-73.68,-44.84,36.34,1
VID_ (26),2,8,7,-74.6,-48.4,39.69,1
VID_ (26),2,9,0,-72.2,-46.94,38.64,1
VID_ (26),2,9,1,-69.88,-25.29,24.96,1
VID_ (26),2,9,2,-73.68,-44.84,36.34,1
VID_ (26),2,9,3,-74.6,-48.4,39.69,1
VID_ (26),2,9,4,-74.81,-50.72,41.38,1
VID_ (26),2,9,5,-72.87,-55.55,46.29,1
VID_ (26),2,9,6,-75.26,-38.7,31.94,1
VID_ (26),2,9,7,-74.49,-48.74,41.88,1
VID_ (26),2,10,0,-74.81,-50.72,41.38,1
VID_ (26),2,10,1,-72.87,-55.55,46.29,1
VID_ (26),2,10,2,-75.26,-38.7,31.94,1
VID_ (26),2,10,3,-74.49,-48.74,41.88,1
VID_ (26),2,10,4,-75.79,-48.31,39.51,1
VID_ (26),2,10,5,-75.79,-41.0,32.82,1
VID_ (26),2,10,6,-75.23,-31.26,26.41,1
VID_ (26),2,10,7,-74.53,-26.3,20.33,1
VID_ (26),2,11,0,-75.79,-48.31,39.51,1
VID_ (26),2,11,1,-75.79,-41.0,32.82,1
VID_ (26),2,11,2,-75.23,-31.26,26.41,1
VID_ (26),2,11,3,-74.53,-26.3,20.33,1
VID_ (26),2,11,4,-73.31,-40.29,32.19,1
VID_ (26),2,11,5,-70.45,-53.37,44.29,1
VID_ (26),2,11,6,-71.02,-54.57,45.76,1
VID_ (26),2,11,7,-73.27,-42.5,34.88,1
VID_ (26),2,12,0,-73.31,-40.29,32.19,1
VID_ (26),2,12,1,-70.45,-53.37,44.29,1
VID_ (26),2,12,2,-71.02,-54.57,45.76,1
VID_ (26),2,12,3,-73.27,-42.5,34.88,1
VID_ (26),2,12,4,-71.48,-38.0,33.29,1
VID_ (26),2,12,5,-73.87,-52.14,44.98,1
VID_ (26),2,12,6,-71.68,-36.68,30.7,1
VID_ (26),2,12,7,-75.58,-18.71,13.14,1
VID_ (26),2,13,0,-71.48,-38.0,33.29,1
VID_ (26),2,13,1,-73.87,-52.14,44.98,1
VID_ (26),2,13,2,-71.68,-36.68,30.7,1
VID_ (26),2,13,3,-75.58,-18.71,13.14,1
VID_ (26),2,13,4,-74.16,-46.01,37.67,1
VID_ (26),2,13,5,-76.59,-24.71,16.48,1
VID_ (26),2,13,6,-74.86,-10.45,9.67,1
VID_ (26),2,13,7,-78.25,-21.32,19.0,1
VID_ (26),3,0,0,49.06,-22.27,-13.55,1
VID_ (26),3,0,1,48.19,-29.32,-18.29,1
VID_ (26),3,0,2,48.01,-30.89,-19.7,1
VID_ (26),3,0,3,59.93,-17.82,-6.36,1
VID_ (26),3,0,4,55.63,-29.13,-17.53,1
VID_ (26),3,0,5,54.68,-29.56,-16.58,1
VID_ (26),3,0,6,53.75,-28.56,-13.52,1
VID_ (26),3,0,7,45.88,-20.63,-7.23,1
VID_ (26),3,1,0,55.63,-29.13,-17.53,1
VID_ (26),3,1,1,54.68,-29.56,-16.58,1
VID_ (26),3,1,2,53.75,-28.56,-13.52,1
VID_ (26),3,1,3,45.88,-20.63,-7.23,1
VID_ (26),3,1,4,53.83,-7.48,8.03,1
VID_ (26),3,1,5,38.79,-4.33,11.12,1
VID_ (26),3,1,6,35.49,-1.38,14.43,1
VID_ (26),3,1,7,36.93,-5.05,13.46,1
VID_ (26),3,2,0,53.83,-7.48,8.03,1
VID_ (26),3,2,1,38.79,-4.33,11.12,1
VID_ (26),3,2,2,35.49,-1.38,14.43,1
VID_ (26),3,2,3,36.93,-5.05,13.46,1
VID_ (26),3,2,4,35.47,-7.4,7.9,1
VID_ (26),3,2,5,35.17,-7.78,7.57,1
VID_ (26),3,2,6,37.47,-9.5,5.88,1
VID_ (26),3,2,7,37.45,-9.93,6.03,1
VID_ (26),3,3,0,35.47,-7.4,7.9,1
VID_ (26),3,3,1,35.17,-7.78,7.57,1
VID_ (26),3,3,2,37.47,-9.5,5.88,1
VID_ (26),3,3,3,37.45,-9.93,6.03,1
VID_ (26),3,3,4,35.23,-9.22,6.88,1
VID_ (26),3,3,5,35.4,-12.03,3.9,1
VID_ (26),3,3,6,23.14,-6.84,12.31,1
VID_ (26),3,3,7,32.13,-7.79,5.67,1
VID_ (26),3,4,0,35.23,-9.22,6.88,1
VID_ (26),3,4,1,35.4,-12.03,3.9,1
VID_ (26),3,4,2,23.14,-6.84,12.31,1
VID_ (26),3,4,3,32.13,-7.79,5.67,1
VID_ (26),3,4,4,35.97,-12.29,2.04,1
VID_ (26),3,4,5,30.53,-11.65,3.06,1
VID_ (26),3,4,6,34.24,-14.68,4.33,1
VID_ (26),3,4,7,32.03,-14.41,5.29,1
VID_ (26),3,5,0,35.97,-12.29,2.04,1
VID_ (26),3,5,1,30.53,-11.65,3.06,1
VID_ (26),3,5,2,34.24,-14.68,4.33,1
VID_ (26),3,5,3,32.03,-14.41,5.29,1
VID_ (26),3,5,4,32.81,-13.73,5.87,1
VID_ (26),3,5,5,31.72,-14.9,5.13,1
VID_ (26),3,5,6,32.17,-11.63,5.93,1
VID_ (26),3,5,7,31.51,-14.76,6.67,1
VID_ (26),3,6,0,32.81,-13.73,5.87,1
VID_ (26),3,6,1,31.72,-14.9,5.13,1
VID_ (26),3,6,2,32.17,-11.63,5.93,1
VID_ (26),3,6,3,31.51,-14.76,6.67,1
VID_ (26),3,6,4,32.97,-14.6,5.97,1
VID_ (26),3,6,5,24.16,-8.67,17.23,1
VID_ (26),3,6,6,23.29,-5.08,14.49,1
VID_ (26),3,6,7,27.34,-8.27,10.81,1
VID_ (26),3,7,0,32.97,-14.6,5.97,1
VID_ (26),3,7,1,24.16,-8.67,17.23,1
VID_ (26),3,7,2,23.29,-5.08,14.49,1
VID_ (26),3,7,3,27.34,-8.27,10.81,1
VID_ (26),3,7,4,28.83,-12.15,1.48,1
VID_ (26),3,7,5,27.42,-13.78,2.28,1
VID_ (26),3,7,6,27.96,-13.15,4.13,1
VID_ (26),3,7,7,30.35,-15.2,3.51,1
VID_ (26),3,8,0,28.83,-12.15,1.48,1
VID_ (26),3,8,1,27.42,-13.78,2.28,1
VID_ (26),3,8,2,27.96,-13.15,4.13,1
VID_ (26),3,8,3,30.35,-15.2,3.51,1
VID_ (26),3,8,4,28.9,-15.87,3.97,1
VID_ (26),3,8,5,28.9,-16.3,2.9,1
VID_ (26),3,8,6,25.67,-14.39,3.38,1
VID_ (26),3,8,7,45.97,-16.19,-0.29,1
VID_ (26),3,9,0,28.9,-15.87,3.97,1
VID_ (26),3,9,1,28.9,-16.3,2.9,1
VID_ (26),3,9,2,25.67,-14.39,3.38,1
VID_ (26),3,9,3,45.97,-16.19,-0.29,1
VID_ (26),3,9,4,36.39,-10.45,6.91,1
VID_ (26),3,9,5,32.35,-12.15,5.26,1
VID_ (26),3,9,6,68.35,7.68,25.07,1
VID_ (26),3,9,7,35.55,-15.33,5.11,1
VID_ (26),3,10,0,36.39,-10.45,6.91,1
VID_ (26),3,10,1,32.35,-12.15,5.26,1
VID_ (26),3,10,2,68.35,7.68,25.07,1
VID_ (26),3,10,3,35.55,-15.33,5.11,1
VID_ (26),3,10,4,35.29,-16.49,2.93,1
VID_ (26),3,10,5,34.45,-12.71,3.98,1
VID_ (26),3,10,6,35.18,-13.34,1.15,1
VID_ (26),3,10,7,55.14,1.94,22.31,1
VID_ (26),3,11,0,35.29,-16.49,2.93,1
VID_ (26),3,11,1,34.45,-12.71,3.98,1
VID_ (26),3,11,2,35.18,-13.34,1.15,1
VID_ (26),3,11,3,55.14,1.94,22.31,1
VID_ (26),3,11,4,49.75,-11.65,2.52,1
VID_ (26),3,11,5,25.26,-12.58,-3.82,1
VID_ (26),3,11,6,32.03,-13.13,-4.89,1
VID_ (26),3,11,7,29.54,-11.18,8.17,1
VID_ (26),3,12,0,49.75,-11.65,2.52,1
VID_ (26),3,12,1,25.26,-12.58,-3.82,1
VID_ (26),3,12,2,32.03,-13.13,-4.89,1
VID_ (26),3,12,3,29.54,-11.18,8.17,1
VID_ (26),3,12,4,28.69,4.39,29.14,1
VID_ (26),3,12,5,40.87,6.05,14.47,1
VID_ (26),3,12,6,35.19,-6.76,-5.01,1
VID_ (26),3,12,7,27.74,-18.16,-23.35,1
VID_ (26),3,13,0,28.69,4.39,29.14,1
VID_ (26),3,13,1,40.87,6.05,14.47,1
VID_ (26),3,13,2,35.19,-6.76,-5.01,1
VID_ (26),3,13,3,27.74,-18.16,-23.35,1
VID_ (26),3,13,4,36.09,-23.98,-29.72,1
VID_ (26),3,13,5,44.34,-15.42,-5.79,1
VID_ (26),3,13,6,44.5,-13.61,-0.3,1
VID_ (26),3,13,7,42.04,-12.9,0.9,1
VID_ (26),4,0,0,60.48,-16.42,-11.21,1
VID_ (26),4,0,1,61.04,-13.63,-7.76,1
VID_ (26),4,0,2,59.68,-11.2,-7.04,1
VID_ (26),4,0,3,42.29,-8.86,-5.21,1
VID_ (26),4,0,4,26.7,-4.91,-0.34,1
VID_ (26),4,0,5,59.2,-4.8,2.22,1
VID_ (26),4,0,6,57.68,-12.95,-6.25,1
VID_ (26),4,0,7,13.14,-29.82,-21.11,1
VID_ (26),4,1,0,26.7,-4.91,-0.34,1
VID_ (26),4,1,1,59.2,-4.8,2.22,1
VID_ (26),4,1,2,57.68,-12.95,-6.25,1
VID_ (26),4,1,3,13.14,-29.82,-21.11,1
VID_ (26),4,1,4,50.77,-5.15,-1.14,1
VID_ (26),4,1,5,13.16,-19.94,14.42,1
VID_ (26),4,1,6,26.9,-22.46,15.13,1
VID_ (26),4,1,7,40.62,-29.01,17.93,1
VID_ (26),4,2,0,50.77,-5.15,-1.14,1
VID_ (26),4,2,1,13.16,-19.94,14.42,1
VID_ (26),4,2,2,26.9,-22.46,15.13,1
VID_ (26),4,2,3,40.62,-29.01,17.93,1
VID_ (26),4,2,4,34.24,-19.31,11.01,1
VID_ (26),4,2,5,33.46,-19.46,11.9,1
VID_ (26),4,2,6,29.86,-15.53,17.01,1
VID_ (26),4,2,7,30.56,-16.62,14.97,1
VID_ (26),5,0,0,-28.11,13.36,-15.91,1
VID_ (26),5,0,1,,,,0
VID_ (26),5,0,2,-31.16,12.87,-22.64,1
VID_ (26),5,0,3,-38.08,13.37,-24.99,1
VID_ (26),5,0,4,-35.77,13.06,-28.65,1
VID_ (26),5,0,5,,,,0
VID_ (26),5,0,6,-47.07,6.25,-12.03,1
VID_ (26),5,0,7,-44.86,9.39,-8.83,1
VID_ (26),5,1,0,-35.77,13.06,-28.65,1
VID_ (26),5,1,1,,,,0
VID_ (26),5,1,2,-47.07,6.25,-12.03,1
VID_ (26),5,1,3,-44.86,9.39,-8.83,1
VID_ (26),5,1,4,-55.38,8.4,-12.82,1
VID_ (26),5,1,5,,,,0
VID_ (26),5,1,6,-42.03,13.24,-13.31,1
VID_ (26),5,1,7,-52.21,11.08,-10.8,1
VID_ (26),5,2,0,-55.38,8.4,-12.82,1
VID_ (26),5,2,1,,,,0
VID_ (26),5,2,2,-42.03,13.24,-13.31,1
VID_ (26),5,2,3,-52.21,11.08,-10.8,1
VID_ (26),5,2,4,-47.03,11.29,-12.6,1
VID_ (26),5,2,5,-47.38,10.66,-10.36,1
VID_ (26),5,2,6,-38.96,4.72,-6.17,1
VID_ (26),5,2,7,-59.32,5.71,-8.44,1
VID_ (26),5,3,0,-47.03,11.29,-12.6,1
VID_ (26),5,3,1,-47.38,10.66,-10.36,1
VID_ (26),5,3,2,-38.96,4.72,-6.17,1
